************************************************************
*        WINTRANS/FTOWER Version 2007-06-05                *  2023-03-07
*        Structural Analysis of Lattice Towers             *  12:49:04
************************************************************
Data File Name: C:\Documents and Settings\ХР\Рабочий стол\цкад.fto
 828  7    1139 -2277 100   -4144  1     -4144  1    3905  1  0.05 0.02 0.06 0.08 0.22  0.22   L60x6/S355 - 2xM12/8.8
Plan frame
 836 11 1  1200  1200 117   -2765  1     -2765  1    2614  1  0.09 0.07 0.08 0.10 0.35  0.35   L45x5/S355 - 1xM12/8.8
 844 11 2  1500  1500 141   -2771  1     -2771  1    2617  1  0.12 0.07 0.08 0.10 0.44  0.44   L45x5/S355 - 1xM12/8.8
 852 11 3   900   900  95    -874  1      -874  1     924  1  0.02 0.02 0.03 0.03 0.26  0.26   L45x5/S355 - 1xM12/8.8
 856 11 4  1208  1208 118   -2155  1     -2155  1    1972  1  0.07 0.05 0.06 0.08 0.36  0.36   L45x5/S355 - 1xM12/8.8
 860 11 5   380   380  49     -31  1       -31  1      29  1  0.00 0.00 0.00 0.00 0.11  0.11   L45x5/S355 - 1xM12/8.8
Redundant block nr 17 
 864 10 1  1518  1518 111  -61137  1    -61137  1   61137  1  0.79 0.74 0.78 0.79 0.13  0.79   L70x7/S355 - 1xM20/8.8
 868 10 2  1518  1518 111  -61137  1    -61137  1   61137  1  0.79 0.74 0.78 0.79 0.13  0.79   L70x7/S355 - 1xM20/8.8
 872 10 3  1773  1773 114  -61137  1    -61137  1   61137  1  0.63 0.54 0.68 0.79       0.79   L80x8/S355 - 1xM20/8.8
 876 10 4  1773  1773 114  -61137  1    -61137  1   61137  1  0.63 0.54 0.68 0.79       0.79   L80x8/S355 - 1xM20/8.8
 880 10 5  2147  2147 184       0  0         0  0       0  0                      0.30  0.30   L60x6/S355 - 1xM12/8.8
Redundant block nr 18 
 884 10 1   759   759  56  -61137  1    -61137  1   61137  1  0.34 0.74 0.78 0.79 0.07  0.79   L70x7/S355 - 1xM20/8.8
 888 10 2   759   759  56  -61137  1    -61137  1   61137  1  0.34 0.74 0.78 0.79 0.07  0.79   L70x7/S355 - 1xM20/8.8
 892 10 3  1224  1224  90  -61137  1    -61137  1   61137  1  0.54 0.74 0.78 0.79       0.79   L70x7/S355 - 1xM20/8.8
 896 10 4  1224  1224  90  -61137  1    -61137  1   61137  1  0.54 0.74 0.78 0.79       0.79   L70x7/S355 - 1xM20/8.8
 900 10 5  1074  1074 123       0  0         0  0       0  0                      0.32  0.32   L45x5/S355 - 1xM12/8.8

Body panel nr 10 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
 904  1    3009  1003  20-2993107  1  -2993107  1 2854613  1  0.85 0.77                 0.85   L250x24/S355
 908  3    3770 -3770 146  -37078  1 4  -73904  1   73892  1  0.59 0.32 0.58 0.97       0.97   L70x7/S355 - 3xM12/8.8
 912  4    3770 -3770 146  -37078  1 4    -253  1     241  1  0.59 0.00 0.00 0.00       0.59   L70x7/S355 - 3xM12/8.8
 920  6    1057 -2114 112  -44273  1    -44273  1   44090  1  0.94 0.37 0.72 0.87 0.35  0.94   L50x5/S355 - 2xM12/8.8
 928  7    1057 -2114 112   -5637  1     -5637  1    5453  1  0.12 0.05 0.09 0.11 0.35  0.35   L50x5/S355 - 2xM12/8.8
Plan frame
 936 11 1  1114  1114 111   -3210  1     -3210  1    3027  1  0.09 0.08 0.09 0.11 0.33  0.33   L45x5/S355 - 1xM12/8.8
 944 11 2  1392  1392 131   -3252  1     -3252  1    3065  1  0.12 0.08 0.10 0.12 0.41  0.41   L45x5/S355 - 1xM12/8.8
 952 11 3   835   835  90   -1018  1     -1018  1    1078  1  0.02 0.03 0.03 0.04 0.25  0.25   L45x5/S355 - 1xM12/8.8
 956 11 4  1121  1121 111   -2552  1     -2552  1    2330  1  0.07 0.06 0.08 0.09 0.33  0.33   L45x5/S355 - 1xM12/8.8
 960 11 5   352   352  45     -35  1       -35  1      34  1  0.00 0.00 0.00 0.00 0.10  0.10   L45x5/S355 - 1xM12/8.8
Redundant block nr 19 
 964 10 1  1409  1409 103  -59862  1    -59862  1   59862  1  0.66 0.73 0.77 0.78 0.12  0.78   L70x7/S355 - 1xM20/8.8
 968 10 2  1409  1409 103  -59862  1    -59862  1   59862  1  0.66 0.73 0.77 0.78 0.12  0.78   L70x7/S355 - 1xM20/8.8
 972 10 3  1685  1685 123  -59862  1    -59862  1   59862  1  0.94 0.73 0.77 0.78       0.94   L70x7/S355 - 1xM20/8.8
 976 10 4  1685  1685 123  -59862  1    -59862  1   59862  1  0.94 0.73 0.77 0.78       0.94   L70x7/S355 - 1xM20/8.8
 980 10 5  1993  1993 170       0  0         0  0       0  0                      0.28  0.28   L60x6/S355 - 1xM12/8.8
Redundant block nr 20 
 984 10 1   705   705  52  -59862  1    -59862  1   59862  1  0.33 0.73 0.77 0.78 0.06  0.78   L70x7/S355 - 1xM20/8.8
 988 10 2   705   705  52  -59862  1    -59862  1   59862  1  0.33 0.73 0.77 0.78 0.06  0.78   L70x7/S355 - 1xM20/8.8
 992 10 3  1194  1194  87  -59862  1    -59862  1   59862  1  0.51 0.73 0.77 0.78       0.78   L70x7/S355 - 1xM20/8.8
 996 10 4  1194  1194  87  -59862  1    -59862  1   59862  1  0.51 0.73 0.77 0.78       0.78   L70x7/S355 - 1xM20/8.8
1000 10 5   996   996 114       0  0         0  0       0  0                      0.29  0.29   L45x5/S355 - 1xM12/8.8

Body panel nr 11 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1004  1    3009  1003  20-2920569  1  -2920569  1 2791585  1  0.83 0.75                 0.83   L250x24/S355
1008  3    3673 -3673 142  -41477  1 4  -82659  1   82646  1  0.63 0.36 0.48 0.82       0.82   L70x7/S355 - 4xM12/8.8
1012  4    3673 -3673 142  -41477  1 4    -296  1     283  1  0.63 0.00 0.00 0.00       0.63   L70x7/S355 - 4xM12/8.8
1020  6     975 -1950 103  -47052  1    -47052  1   46916  1  0.85 0.39 0.77 0.93 0.32  0.93   L50x5/S355 - 2xM12/8.8
1028  7     975 -1950 103   -3948  1     -3948  1    3813  1  0.07 0.03 0.06 0.08 0.32  0.32   L50x5/S355 - 2xM12/8.8
Plan frame
1036 11 1  1028  1028 104   -4517  1     -4517  1    4383  1  0.11 0.11 0.13 0.16 0.30  0.30   L45x5/S355 - 1xM12/8.8
1044 11 2  1285  1285 123   -4562  1     -4562  1    4424  1  0.16 0.12 0.13 0.16 0.38  0.38   L45x5/S355 - 1xM12/8.8
1052 11 3   771   771  85   -1460  1     -1460  1    1504  1  0.03 0.04 0.04 0.05 0.23  0.23   L45x5/S355 - 1xM12/8.8
1056 11 4  1034  1034 105   -3537  1     -3537  1    3373  1  0.09 0.09 0.10 0.13 0.30  0.30   L45x5/S355 - 1xM12/8.8
1060 11 5   325   325  42     -43  1       -43  1      41  1  0.00 0.00 0.00 0.00 0.09  0.09   L45x5/S355 - 1xM12/8.8
Redundant block nr 21 
1064 10 1  1300  1300  95  -58411  1    -58411  1   58411  1  0.57 0.71 0.75 0.76 0.11  0.76   L70x7/S355 - 1xM20/8.8
1068 10 2  1300  1300  95  -58411  1    -58411  1   58411  1  0.57 0.71 0.75 0.76 0.11  0.76   L70x7/S355 - 1xM20/8.8
1072 10 3  1598  1598 117  -58411  1    -58411  1   58411  1  0.83 0.71 0.75 0.76       0.83   L70x7/S355 - 1xM20/8.8
1076 10 4  1598  1598 117  -58411  1    -58411  1   58411  1  0.83 0.71 0.75 0.76       0.83   L70x7/S355 - 1xM20/8.8
1080 10 5  1838  1838 189       0  0         0  0       0  0                      0.44  0.44   L50x5/S355 - 1xM12/8.8
Redundant block nr 22 
1084 10 1   650   650  48  -58411  1    -58411  1   58411  1  0.31 0.71 0.75 0.76 0.06  0.76   L70x7/S355 - 1xM20/8.8
1088 10 2   650   650  48  -58411  1    -58411  1   58411  1  0.31 0.71 0.75 0.76 0.06  0.76   L70x7/S355 - 1xM20/8.8
1092 10 3  1165  1165  85  -58411  1    -58411  1   58411  1  0.48 0.71 0.75 0.76       0.76   L70x7/S355 - 1xM20/8.8
1096 10 4  1165  1165  85  -58411  1    -58411  1   58411  1  0.48 0.71 0.75 0.76       0.76   L70x7/S355 - 1xM20/8.8
1100 10 5   919   919 106       0  0         0  0       0  0                      0.27  0.27   L45x5/S355 - 1xM12/8.8

Body panel nr 12 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1104  1    3009  1003  20-2840979  1  -2840979  1 2721249  1  0.81 0.74                 0.81   L250x24/S355
1108  3    3582 -3582 138  -44930  1 4  -89476  1   89461  1  0.66 0.39 0.52 0.88       0.88   L70x7/S355 - 4xM12/8.8
1112  4    3582 -3582 138  -44930  1 4    -383  1     367  1  0.66 0.00 0.00 0.00       0.66   L70x7/S355 - 4xM12/8.8
1120  6     893 -1786  95  -47830  1    -47830  1   48076  1  0.75 0.40 0.79 0.95 0.30  0.95   L50x5/S355 - 2xM12/8.8
1128  7     893 -1786  95  -20831  1    -20831  1   21343  1  0.33 0.18 0.35 0.42 0.30  0.42   L50x5/S355 - 2xM12/8.8
Plan frame
1136 11 1   941   941  98  -11605  1    -11605  1   11857  1  0.26 0.31 0.35 0.42 0.28  0.42   L45x5/S355 - 1xM12/8.8
1144 11 2  1177  1177 115  -11555  1    -11555  1   11804  1  0.35 0.31 0.35 0.42 0.35  0.42   L45x5/S355 - 1xM12/8.8
1152 11 3   706   706  81   -3902  1     -3902  1    3819  1  0.07 0.10 0.11 0.14 0.21  0.21   L45x5/S355 - 1xM12/8.8
1156 11 4   947   947  98   -8661  1     -8661  1    8959  1  0.19 0.24 0.26 0.32 0.28  0.32   L45x5/S355 - 1xM12/8.8
1160 11 5   298   298  38     -88  1       -88  1      86  1  0.00 0.00 0.00 0.00 0.09  0.09   L45x5/S355 - 1xM12/8.8
Redundant block nr 23 
1164 10 1  1191  1191  87  -56820  1    -56820  1   56820  1  0.48 0.69 0.73 0.74 0.10  0.74   L70x7/S355 - 1xM20/8.8
1168 10 2  1191  1191  87  -56820  1    -56820  1   56820  1  0.48 0.69 0.73 0.74 0.10  0.74   L70x7/S355 - 1xM20/8.8
1172 10 3  1515  1515 111  -56820  1    -56820  1   56820  1  0.73 0.69 0.73 0.74       0.74   L70x7/S355 - 1xM20/8.8
1176 10 4  1515  1515 111  -56820  1    -56820  1   56820  1  0.73 0.69 0.73 0.74       0.74   L70x7/S355 - 1xM20/8.8
1180 10 5  1684  1684 193       0  0         0  0       0  0                      0.50  0.50   L45x5/S355 - 1xM12/8.8
Redundant block nr 24 
1184 10 1   595   595  44  -56820  1    -56820  1   56820  1  0.29 0.69 0.73 0.74 0.05  0.74   L70x7/S355 - 1xM20/8.8
1188 10 2   595   595  44  -56820  1    -56820  1   56820  1  0.29 0.69 0.73 0.74 0.05  0.74   L70x7/S355 - 1xM20/8.8
1192 10 3  1138  1138  83  -56820  1    -56820  1   56820  1  0.46 0.69 0.73 0.74       0.74   L70x7/S355 - 1xM20/8.8
1196 10 4  1138  1138  83  -56820  1    -56820  1   56820  1  0.46 0.69 0.73 0.74       0.74   L70x7/S355 - 1xM20/8.8
1200 10 5   842   842  97       0  0         0  0       0  0                      0.25  0.25   L45x5/S355 - 1xM12/8.8

Body panel nr 13 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1208  1    2136  1068  22-2709978  1  -2713322  1 2608141  1  0.77 0.70                 0.77   L250x24/S355
1212  3    2782 -2782 113  -81413  1 4  -93290  1   90371  1  0.81 0.37 0.55 0.92       0.92   L70x7/S355 - 4xM12/8.8
1216  4    2782 -2782 113  -81413  1 4  -69536  1   66615  1  0.81 0.27 0.41 0.69       0.81   L70x7/S355 - 4xM12/8.8
1220  3    2443  1221  86  -58098  1    -58098  1   55189  1  0.40 0.22 0.34 0.57       0.57   L70x7/S355 - 4xM12/8.8
1224  4    2443  1221  86  -69274  1    -69274  1   66363  1  0.48 0.27 0.41 0.68       0.68   L70x7/S355 - 4xM12/8.8
1232  8    1670  1670  98  -54266  1    -54266  1   54266  1  0.55 0.66 0.69 0.70 0.15  0.70   L70x7/S355 - 1xM20/8.8
Redundant block nr 25 
1236 10 1   835   835  61  -54266  1    -54266  1   54266  1  0.32 0.66 0.69 0.70 0.07  0.70   L70x7/S355 - 1xM20/8.8
1240 10 2   835   835  61  -54266  1    -54266  1   54266  1  0.32 0.66 0.69 0.70 0.07  0.70   L70x7/S355 - 1xM20/8.8
1244 10 3  1320  1320  97  -54266  1    -54266  1   54266  1  0.54 0.66 0.69 0.70       0.70   L70x7/S355 - 1xM20/8.8
1248 10 4  1320  1320  97  -54266  1    -54266  1   54266  1  0.54 0.66 0.69 0.70       0.70   L70x7/S355 - 1xM20/8.8
1252 10 5  1181  1181 136       0  0         0  0       0  0                      0.35  0.35   L45x5/S355 - 1xM12/8.8
Redundant block nr 26 
1256 10 1   835   835  61  -54266  1    -54266  1   54266  1  0.32 0.66 0.69 0.70 0.07  0.70   L70x7/S355 - 1xM20/8.8
1260 10 2   835   835  61  -54266  1    -54266  1   54266  1  0.32 0.66 0.69 0.70 0.07  0.70   L70x7/S355 - 1xM20/8.8
1264 10 3  1289  1289  94  -54266  1    -54266  1   54266  1  0.52 0.66 0.69 0.70       0.70   L70x7/S355 - 1xM20/8.8
1268 10 4  1289  1289  94  -54266  1    -54266  1   54266  1  0.52 0.66 0.69 0.70       0.70   L70x7/S355 - 1xM20/8.8
1272 10 5  1181  1181 136       0  0         0  0       0  0                      0.35  0.35   L45x5/S355 - 1xM12/8.8

Body panel nr 14 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1280  1    1587  1587  32-2608509  1  -2614957  1 2516967  1  0.93 0.89 0.49 0.95       0.95   L250x20/S355 - 0xM30/8.8
1284  3    2230  2230 110 -110102  1 1 -110102  1  108461  1  0.70 0.27 0.61 0.79       0.79   L90x9/S355 - 2xM20/8.8
1288  4    2230 -4227 128  -36773  1 3  -36777  1   35141  1  0.28 0.09 0.20 0.26       0.28   L90x9/S355 - 2xM20/8.8
1292  3    1997  1997 102  -54236  1    -54236  1   52590  1  0.29 0.13 0.30 0.39       0.39   L90x9/S355 - 2xM20/8.8
1296  4    1997  1997 102  -36904  1    -36904  1   35263  1  0.20 0.09 0.20 0.27       0.27   L90x9/S355 - 2xM20/8.8
1304  8    1482  1482  87  -77671  1    -77671  1   80568  1  0.55 0.35 0.57 0.58 0.09  0.58   L70x7/S355 - 2xM20/8.8

Body panel nr 15 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1312  1    1598  1598  32-2446602  1  -2452722  1 2364009  1  0.87 0.76                 0.87   L250x20/S355
1316  3    2125  2125 106 -122880  1 1 -122880  1  120028  1  0.73 0.30 0.68 0.88       0.88   L90x9/S355 - 2xM20/8.8
1320  4    2125 -4003 123  -73623  1 3  -73626  1   70762  1  0.52 0.18 0.41 0.53       0.53   L90x9/S355 - 2xM20/8.8
1324  3    1878  1878  97  -65659  1    -65659  1   62827  1  0.33 0.16 0.36 0.47       0.47   L90x9/S355 - 2xM20/8.8
1328  4    1878  1878  97  -73074  1    -73074  1   70229  1  0.37 0.18 0.40 0.53       0.53   L90x9/S355 - 2xM20/8.8
1336  8    1318  1318  77  -73617  1    -73617  1   76277  1  0.54 0.93 0.98 0.99 0.12  0.99   L70x7/S355 - 1xM20/8.8

Body panel nr 16 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1344  1    1611  1611  33-2285371  1  -2292047  1 2210067  1  0.82 0.71                 0.82   L250x20/S355
1348  3    2031  2031 103 -146348  1 1 -146348  1  143908  1  0.81 0.36 0.54 0.70       0.81   L90x9/S355 - 3xM20/8.8
1352  4    2031 -3795 118  -61777  1 3  -61779  1   59366  1  0.40 0.15 0.23 0.30       0.40   L90x9/S355 - 3xM20/8.8
1356  3    1763  1763  93  -79810  1    -79810  1   77382  1  0.38 0.20 0.29 0.38       0.38   L90x9/S355 - 3xM20/8.8
1360  4    1763  1763  93  -61415  1    -61415  1   59016  1  0.29 0.15 0.23 0.29       0.29   L90x9/S355 - 3xM20/8.8
1368  8    1153  1153  68  -82736  1    -82736  1   85699  1  0.44 0.36 0.76 0.96 0.07  0.96   L70x7/S355 - 2xM16/8.8

Body panel nr 17 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1376  1    1338  1338  34-2089894  1  -2095656  1 2020444  1  0.95 0.92 0.51 0.98       0.98   L200x20/S355 - 0xM30/8.8
1380  3    1717  1717  91 -154227  1 1 -154227  1  151382  1  0.71 0.38 0.43 0.56       0.71   L90x9/S355 - 4xM20/8.8
1384  4    1717 -3216 104  -75875  1 3  -75875  1   72975  1  0.39 0.18 0.21 0.27       0.39   L90x9/S355 - 4xM20/8.8
1388  3    1499  1499  83 -100451  1   -100451  1   97618  1  0.41 0.25 0.28 0.36       0.41   L90x9/S355 - 4xM20/8.8
1392  4    1499  1499  83  -75696  1    -75696  1   72803  1  0.31 0.18 0.21 0.27       0.31   L90x9/S355 - 4xM20/8.8
1400  8    1004  1004  69  -73057  1    -73057  1   75706  1  0.54 0.44 0.78 0.85 0.10  0.85   L60x6/S355 - 2xM16/8.8

Body panel nr 18 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1408  1    1065  1065  27-1917880  1  -1923548  1 1851010  1  0.84 0.75                 0.84   L200x20/S355
1412  3    1420  1420  87 -158712  1 1 -158712  1  156832  1  0.86 0.50 0.61 0.89       0.89   L80x8/S355 - 4xM16/8.8
1416  4    1420 -2675  99  -45175  1 3  -45181  1   43407  1  0.27 0.14 0.17 0.25       0.27   L80x8/S355 - 4xM16/8.8
1420  3    1255  1255  80 -108800  1   -108800  1  106920  1  0.53 0.34 0.42 0.61       0.61   L80x8/S355 - 4xM16/8.8
1424  4    1255  1255  80  -45113  1    -45113  1   43348  1  0.22 0.14 0.17 0.25       0.25   L80x8/S355 - 4xM16/8.8
1432  8     883   883  60  -75638  1    -75638  1   78616  1  0.50 0.46 0.81 0.88 0.08  0.88   L60x6/S355 - 2xM16/8.8

Body panel nr 19 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1440  1     791   791  20-1713431  1  -1716183  1 1647883  1  0.73 0.67                 0.73   L200x20/S355
1444  3    1147  1147  76 -161071  1 1 -161071  1  158914  1  0.74 0.50 0.62 0.90       0.90   L80x8/S355 - 4xM16/8.8
1448  4    1147 -2181  86  -64686  1 3  -64697  1   61837  1  0.31 0.20 0.25 0.36       0.36   L80x8/S355 - 4xM16/8.8
1452  3    1034  1034  71 -135049  1   -135049  1  132895  1  0.58 0.42 0.52 0.76       0.76   L80x8/S355 - 4xM16/8.8
1456  4    1034  1034  71  -65962  1    -65962  1   63035  1  0.28 0.20 0.26 0.37       0.37   L80x8/S355 - 4xM16/8.8
1464  8     789   789  54  -39451  1    -39451  1   40501  1  0.30 0.66 0.75 0.82 0.11  0.82   L60x6/S355 - 1xM16/8.8

Body panel nr 20 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1468  1    1000  1000  26-1512918  1  -1512918  1 1448978  1  0.66 0.59                 0.66   L200x20/S355
1472  3     901   901  65 -220453  1 1 -220453  1  211685  1  0.87 0.69 0.69 0.79       0.87   L80x8/S355 - 4xM20/8.8
1476  4     901 -1803  76  -49062  1 3  -49151  1   48879  1  0.20 0.16 0.15 0.18       0.20   L80x8/S355 - 4xM20/8.8
1480  3     901   901  65 -219715  1   -219715  1  210598  1  0.87 0.69 0.68 0.79       0.87   L80x8/S355 - 4xM20/8.8
1484  4     901   901  65  -48264  1    -48264  1   48144  1  0.19 0.16 0.15 0.17       0.19   L80x8/S355 - 4xM20/8.8
1486  6    1500  1500  77  -10927  1    -10927  1     110  0  0.05 0.00 0.03 0.04 0.05  0.05   L80x8/S355 - 4xM20/8.8
1488  7    1500  1500  77  -57958  1    -57958  1   67522  1  0.27 0.22 0.21 0.24 0.05  0.27   L80x8/S355 - 4xM20/8.8
Plan frame
1489 11 1  2121  2121 200      22  0        22  0     409  1       0.01 0.01 0.01 0.64  0.64   L45x5/S355 - 1xM12/8.8

Body panel nr 21 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1493  1    1000  1000  32-1288862  1  -1288862  1 1225740  1  0.96 0.96 0.42 0.60       0.96   L160x15/S355 - 14xM30/8.8
1497  3     901   901  65 -175027  1 1 -175027  1  172070  1  0.69 0.56 0.54 0.63       0.69   L80x8/S355 - 4xM20/8.8
1501  4     901 -1803  76  -59787  1 3  -60734  1   56973  1  0.25 0.19 0.19 0.22       0.25   L80x8/S355 - 4xM20/8.8
1505  3     901   901  65 -173180  1   -173180  1  171106  1  0.68 0.56 0.54 0.62       0.68   L80x8/S355 - 4xM20/8.8
1509  4     901   901  65  -61233  1    -61233  1   57222  1  0.24 0.19 0.19 0.22       0.24   L80x8/S355 - 4xM20/8.8
1511  6    1500  1500  77     593  0       593  0   14900  1       0.05 0.06 0.07 0.05  0.07   L80x8/S355 - 3xM20/8.8
1513  7    1500  1500  77  -67489  1    -67489  1   64063  1  0.31 0.21 0.28 0.32 0.05  0.32   L80x8/S355 - 3xM20/8.8

Body panel nr 22 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1517  1    1000  1000  32-1119700  1  -1119700  1 1069801  1  0.83 0.72                 0.83   L160x15/S355
1521  3     901   901  71 -162288  1 1 -162288  1  166907  1  0.91 0.70 0.74 0.93       0.93   L70x7/S355 - 4xM16/8.8
1525  4     901 -1803  83  -15623  1 3  -15872  1   13704  1  0.09 0.06 0.07 0.09       0.09   L70x7/S355 - 4xM16/8.8
1529  3     901   901  71 -161939  1   -161939  1  166249  1  0.91 0.70 0.74 0.93       0.93   L70x7/S355 - 4xM16/8.8
1533  4     901   901  71  -15219  1    -15219  1   13172  1  0.09 0.06 0.07 0.09       0.09   L70x7/S355 - 4xM16/8.8

Body panel nr 23 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1537  1    1000  1000  32 -946330  1   -946330  1  898296  1  0.70 0.60                 0.70   L160x15/S355
1541  3     901   901  71 -168054  1 1 -168054  1  168861  1  0.94 0.71 0.75 0.95       0.95   L70x7/S355 - 4xM16/8.8
1545  4     901 -1803  83   -8544  1 3   -8768  1    8971  1  0.05 0.04 0.04 0.05       0.05   L70x7/S355 - 4xM16/8.8
1549  3     901   901  71 -167381  1   -167381  1  168373  1  0.94 0.71 0.74 0.94       0.94   L70x7/S355 - 4xM16/8.8
1553  4     901   901  71   -8596  1     -8596  1    8740  1  0.05 0.04 0.04 0.05       0.05   L70x7/S355 - 4xM16/8.8

Body panel nr 24 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1557  1    1000  1000  32 -747448  1   -747448  1  705326  1  0.56 0.47                 0.56   L160x15/S355
1561  3     901   901  71 -169615  1 1 -169615  1  162697  1  0.95 0.69 0.75 0.95       0.95   L70x7/S355 - 4xM16/8.8
1565  4     901 -1803  83  -10736  1 3  -11049  1   12259  1  0.06 0.05 0.05 0.07       0.07   L70x7/S355 - 4xM16/8.8
1569  3     901   901  71 -169375  1   -169375  1  162012  1  0.95 0.68 0.75 0.95       0.95   L70x7/S355 - 4xM16/8.8
1573  4     901   901  71  -11688  1    -11688  1   12973  1  0.07 0.05 0.06 0.07       0.07   L70x7/S355 - 4xM16/8.8
1575  6    1500  1500  88  -13152  1    -13152  1    -138  0  0.09      0.09 0.09 0.09  0.09   L70x7/S355 - 2xM20/8.8
1577  7    1500  1500  88   -8598  1     -8598  1   16701  1  0.06 0.07 0.12 0.12 0.09  0.12   L70x7/S355 - 2xM20/8.8
Plan frame
1578 11 1  2121  2121 200      -6  0        -6  0     524  1  0.00 0.01 0.02 0.02 0.64  0.64   L45x5/S355 - 1xM12/8.8

Body panel nr 25 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1582  1    1000  1000  32 -595627  1   -595627  1  551356  1  0.44 0.37                 0.44   L160x15/S355
1586  3     901   901  78 -104948  1 1 -104948  1  104644  1  0.88 0.61 0.72 0.78       0.88   L60x6/S355 - 3xM16/8.8
1590  4     901 -1803  92  -17693  1 3  -18965  1   16196  1  0.17 0.10 0.13 0.14       0.17   L60x6/S355 - 3xM16/8.8
1594  3     901   901  78 -104511  1   -104511  1  104546  1  0.88 0.61 0.72 0.78       0.88   L60x6/S355 - 3xM16/8.8
1598  4     901   901  78  -18930  1    -18930  1   16077  1  0.16 0.09 0.13 0.14       0.16   L60x6/S355 - 3xM16/8.8
1600  6    1500  1500  88     453  0       453  0   16902  1       0.07 0.12 0.12 0.09  0.12   L70x7/S355 - 2xM20/8.8
1602  7    1500  1500  88  -27928  1    -27928  1   21552  1  0.20 0.09 0.20 0.20 0.09  0.20   L70x7/S355 - 2xM20/8.8

Body panel nr 26 
 Mem Ty G  Leng  Lbuc Sle    Fbuc Lc N    Fmin Lc    Fmax Lc  Cbuc Cten Cbea Cbol Cben  Cmax   Profile/Material - Bolt
----------------------------------------------------------------------------------------------------------------------
1606  1    1000  1000  51 -472417  1   -472417  1  445364  1  0.95 0.85 0.34 0.49       0.95   L100x10/S355 - 14xM20/8.8
1610  3     901   901  78 -105136  1 1 -105136  1  106381  1  0.89 0.63 0.73 0.79       0.89   L60x6/S355 - 3xM16/8.8
